payment_type,payment_txn_id,payment_txn_success,failure_reason
Card,63024,N,Invalid CVV
UPI,53217,Y, 
Internet Banking,63542,N,Invalid UPI Account
UPI,69372,Y, 
Wallet,48731,N,Invalid Card
Card,10950,N,Invalid UPI Account
UPI,83166,N,Invalid Card
Wallet,15641,Y, 
Wallet,23258,N,Invalid CVV
UPI,80479,N,Invalid CVV
Card,52781,N,Invalid Internet Banking Account
UPI,20731,Y, 
Wallet,24706,Y, 
Wallet,32850,N,Invalid CVV
Card,95774,Y, 
Internet Banking,32477,N,Invalid Card
Card,86671,N,Invalid Internet Banking Account
UPI,70530,N,Invalid CVV
Card,13509,Y, 
UPI,28505,N,Invalid UPI Account
UPI,88812,Y, 
Card,28378,Y, 
Internet Banking,87689,N,Invalid CVV
Card,22607,N,Invalid Card
UPI,41026,Y, 
Wallet,36237,Y, 
UPI,58630,Y, 
UPI,23945,N,Invalid UPI Account
Card,37109,Y, 
Wallet,59868,N,Invalid UPI Account
UPI,24078,N,Invalid Card
Card,27816,Y, 
Internet Banking,40234,N,Invalid Card
Wallet,25009,Y, 
UPI,55070,N,Invalid CVV
Internet Banking,39567,N,Invalid Card
UPI,80212,Y, 
Wallet,18674,N,Invalid Internet Banking Account
Wallet,53016,Y, 
Wallet,98430,Y, 
Wallet,16594,Y, 
Wallet,55156,N,Invalid UPI Account
Internet Banking,46627,Y, 
Wallet,29450,Y, 
Internet Banking,71730,N,Invalid UPI Account
Wallet,32070,N,Invalid UPI Account
Card,64181,Y, 
Card,22310,Y, 
Card,98326,N,Invalid Internet Banking Account
Wallet,91847,Y, 
Internet Banking,97965,N,Invalid Card
UPI,53540,Y, 
Internet Banking,35349,N,Invalid CVV
UPI,42838,N,Invalid CVV
Card,20744,Y, 
Wallet,12728,Y, 
Internet Banking,79711,Y, 
Internet Banking,65710,Y, 
UPI,36851,Y, 
Internet Banking,43718,Y, 
UPI,98873,N,Invalid Card
Wallet,95686,N,Invalid Internet Banking Account
Wallet,20635,N,Invalid Internet Banking Account
Internet Banking,69724,Y, 
Card,34670,Y, 
Wallet,28032,N,Invalid CVV
UPI,39509,N,Invalid UPI Account
Wallet,91754,Y, 
UPI,58762,Y, 
Internet Banking,15061,Y, 
Card,85275,Y, 
Card,76937,N,Invalid Card
Internet Banking,47306,N,Invalid Internet Banking Account
Card,83377,N,Invalid UPI Account
Wallet,58434,N,Invalid CVV
UPI,90386,N,Invalid CVV
UPI,50070,Y, 
Wallet,11773,N,Invalid Internet Banking Account
Internet Banking,23904,Y, 
Internet Banking,88519,N,Invalid CVV
Card,29191,Y, 
Wallet,59672,Y, 
Card,46042,Y, 
UPI,58393,N,Invalid CVV
Card,33599,N,Invalid UPI Account
Internet Banking,18194,Y, 
Internet Banking,10322,Y, 
Card,15922,N,Invalid CVV
UPI,47041,N,Invalid Internet Banking Account
Card,96544,Y, 
UPI,20747,N,Invalid Card
UPI,99502,N,Invalid CVV
Internet Banking,77075,N,Invalid UPI Account
Internet Banking,88490,Y, 
Card,74541,Y, 
Card,89692,Y, 
Card,94866,Y, 
Internet Banking,30617,N,Invalid Card
Internet Banking,59723,Y, 
Wallet,92667,Y, 
Wallet,41976,N,Invalid UPI Account
Internet Banking,97655,N,Invalid UPI Account
Card,13506,N,Invalid Internet Banking Account
Card,54727,Y, 
UPI,86267,Y, 
Card,44605,Y, 
Internet Banking,68688,N,Invalid Card
Card,79694,Y, 
UPI,51367,Y, 
UPI,20137,N,Invalid Card
UPI,65842,N,Invalid UPI Account
Internet Banking,87394,N,Invalid Internet Banking Account
Internet Banking,49454,Y, 
Card,78102,N,Invalid UPI Account
Wallet,74381,N,Invalid Card
UPI,45419,N,Invalid CVV
Internet Banking,44315,Y, 
UPI,85319,N,Invalid Card
Wallet,44437,Y, 
Wallet,47889,Y, 
Wallet,44892,N,Invalid CVV
Card,28389,Y, 
Internet Banking,60683,N,Invalid CVV
Card,47649,N,Invalid Internet Banking Account
UPI,99635,N,Invalid CVV
Wallet,44573,N,Invalid Internet Banking Account
Card,12494,N,Invalid Card
UPI,39852,N,Invalid CVV
UPI,75139,Y, 
Wallet,53378,Y, 
Card,45167,N,Invalid UPI Account
Internet Banking,83870,N,Invalid Internet Banking Account
Card,85998,Y, 
Wallet,21913,Y, 
Wallet,24927,N,Invalid Internet Banking Account
Wallet,20537,Y, 
Internet Banking,42251,N,Invalid Internet Banking Account
Card,39690,N,Invalid UPI Account
Wallet,30127,Y, 
Card,31358,Y, 
Wallet,79790,N,Invalid UPI Account
UPI,27153,N,Invalid CVV
UPI,69800,Y, 
UPI,15611,N,Invalid Card
Wallet,62327,N,Invalid UPI Account
Wallet,44797,Y, 
Card,69239,N,Invalid CVV
Card,26582,Y, 
Internet Banking,55275,N,Invalid Internet Banking Account
Internet Banking,60208,N,Invalid CVV
Internet Banking,21596,N,Invalid Internet Banking Account
Card,46756,Y, 
UPI,73104,N,Invalid Internet Banking Account
Card,47225,Y, 
UPI,91267,Y, 
Internet Banking,80266,N,Invalid Card
Wallet,55429,N,Invalid Internet Banking Account
UPI,23183,Y, 
Wallet,79441,N,Invalid Internet Banking Account
Wallet,19509,Y, 
UPI,55703,Y, 
Card,43616,Y, 
Internet Banking,12618,Y, 
UPI,65754,Y, 
Card,87386,Y, 
UPI,55033,N,Invalid CVV
Card,84671,Y, 
Wallet,38734,Y, 
Internet Banking,60882,Y, 
Internet Banking,88427,Y, 
Wallet,31596,Y, 
UPI,87495,N,Invalid UPI Account
Wallet,33877,N,Invalid Card
UPI,74430,N,Invalid Card
Wallet,72569,Y, 
Wallet,28012,Y, 
Wallet,80867,Y, 
Wallet,63447,N,Invalid Internet Banking Account
Internet Banking,99719,N,Invalid CVV
Wallet,87917,N,Invalid Internet Banking Account
Card,75870,N,Invalid CVV
UPI,91020,Y, 
UPI,94987,Y, 
UPI,11622,Y, 
Wallet,13938,Y, 
Internet Banking,21096,Y, 
UPI,90834,Y, 
Internet Banking,43107,N,Invalid CVV
Card,84767,Y, 
UPI,60670,Y, 
Card,27560,N,Invalid CVV
Wallet,97911,N,Invalid Internet Banking Account
Internet Banking,49117,Y, 
UPI,24835,Y, 
Internet Banking,51818,N,Invalid Card
UPI,64603,N,Invalid UPI Account
Wallet,45965,Y, 
Card,21382,Y, 
UPI,36262,Y, 
UPI,49125,Y, 
Wallet,76286,Y, 
Wallet,63196,Y, 
Internet Banking,56408,N,Invalid CVV
Card,29047,N,Invalid UPI Account
Internet Banking,53006,Y, 
Wallet,14122,Y, 
Wallet,51493,N,Invalid UPI Account
Wallet,93982,Y, 
Card,41268,Y, 
Wallet,49510,Y, 
UPI,71848,Y, 
Card,79636,N,Invalid CVV
Card,63512,Y, 
Card,82593,Y, 
Internet Banking,55133,Y, 
Card,86883,Y, 
Internet Banking,99217,N,Invalid CVV
Card,74377,Y, 
Internet Banking,66783,Y, 
Wallet,67275,N,Invalid UPI Account
UPI,84258,N,Invalid Card
Wallet,19517,Y, 
Internet Banking,84588,Y, 
UPI,91307,Y, 
Wallet,41686,N,Invalid UPI Account
UPI,63422,N,Invalid UPI Account
Card,81938,Y, 
Card,69507,Y, 
UPI,52611,Y, 
Internet Banking,16962,Y, 
UPI,29899,N,Invalid UPI Account
Internet Banking,99349,Y, 
Card,49456,N,Invalid Internet Banking Account
Wallet,82775,Y, 
Card,58501,Y, 
Wallet,34536,N,Invalid Internet Banking Account
Card,14878,Y, 
UPI,50064,Y, 
Wallet,39026,Y, 
UPI,16810,N,Invalid Card
Wallet,15277,N,Invalid CVV
Internet Banking,44346,Y, 
Internet Banking,90116,N,Invalid CVV
Card,11392,N,Invalid Internet Banking Account
Wallet,87658,Y, 
UPI,76192,Y, 
Internet Banking,40221,N,Invalid CVV
Internet Banking,98404,Y, 
UPI,67644,Y, 
UPI,14950,Y, 
UPI,14009,N,Invalid Internet Banking Account
Wallet,26731,N,Invalid Internet Banking Account
Card,33861,Y, 
UPI,62567,Y, 
Card,87941,Y, 
UPI,94654,N,Invalid CVV
Wallet,26045,N,Invalid UPI Account
Card,98467,N,Invalid Card
UPI,69743,N,Invalid Internet Banking Account
UPI,66984,N,Invalid UPI Account
Internet Banking,14766,Y, 
Card,73673,N,Invalid Internet Banking Account
Card,64924,Y, 
Wallet,21016,N,Invalid UPI Account
Card,82137,Y, 
Internet Banking,29942,N,Invalid UPI Account
Wallet,65817,N,Invalid CVV
UPI,41974,Y, 
Internet Banking,28749,N,Invalid CVV
Internet Banking,70091,N,Invalid Internet Banking Account
Card,16388,N,Invalid Internet Banking Account
Card,80948,N,Invalid Card
Card,93696,Y, 
Internet Banking,44882,Y, 
Internet Banking,66203,Y, 
Internet Banking,33641,Y, 
Wallet,85715,Y, 
Card,97314,N,Invalid CVV
Wallet,93640,N,Invalid Card
UPI,47242,N,Invalid UPI Account
Wallet,61426,N,Invalid UPI Account
Wallet,30775,Y, 
Card,49017,N,Invalid UPI Account
Card,40984,Y, 
Card,21860,Y, 
UPI,41852,Y, 
Internet Banking,97913,Y, 
Internet Banking,70205,Y, 
Wallet,84885,Y, 
Wallet,76130,N,Invalid Card
Card,36247,Y, 
Card,19029,N,Invalid Internet Banking Account
Internet Banking,22689,Y, 
Wallet,16723,Y, 
Wallet,53189,Y, 
UPI,97282,Y, 
Internet Banking,83857,N,Invalid CVV
UPI,75625,Y, 
Internet Banking,36503,N,Invalid UPI Account
UPI,32071,N,Invalid Card
Internet Banking,98962,N,Invalid UPI Account
Internet Banking,67285,Y, 
Wallet,24849,Y, 
UPI,34992,Y, 
Card,38216,Y, 
Internet Banking,39900,Y, 
Internet Banking,10795,Y, 
UPI,88222,N,Invalid CVV
Internet Banking,80575,N,Invalid UPI Account
Wallet,49879,Y, 
Card,61441,Y, 
Wallet,31128,N,Invalid UPI Account
UPI,85764,Y, 
Wallet,28312,Y, 
Internet Banking,26589,Y, 
Card,64538,Y, 
Internet Banking,44874,Y, 
Card,18181,Y, 
UPI,31764,Y, 
Wallet,79864,N,Invalid CVV
Internet Banking,17748,N,Invalid Card
Internet Banking,73642,Y, 
Wallet,90264,Y, 
Card,22960,Y, 
Internet Banking,16987,N,Invalid Internet Banking Account
UPI,28274,Y, 
Card,67101,N,Invalid CVV
Card,13379,Y, 
UPI,63678,Y, 
Card,75966,Y, 
Internet Banking,94431,N,Invalid CVV
Internet Banking,28067,N,Invalid CVV
Wallet,80079,N,Invalid UPI Account
Internet Banking,13467,Y, 
Card,92082,Y, 
Wallet,51766,Y, 
UPI,53317,Y, 
Internet Banking,62303,N,Invalid UPI Account
Internet Banking,41722,N,Invalid CVV
Internet Banking,83893,Y, 
Internet Banking,98975,Y, 
Internet Banking,52085,N,Invalid Card
UPI,91985,N,Invalid UPI Account
Internet Banking,27291,Y, 
Internet Banking,88348,N,Invalid Card
UPI,96024,N,Invalid Card
Card,60234,Y, 
Card,31700,Y, 
UPI,23649,N,Invalid Card
Internet Banking,59068,N,Invalid Internet Banking Account
UPI,68031,Y, 
Wallet,61013,N,Invalid CVV
Wallet,82978,Y, 
UPI,98012,Y, 
Card,37394,Y, 
UPI,38590,Y, 
Wallet,65661,Y, 
Card,75512,Y, 
Internet Banking,52951,N,Invalid Internet Banking Account
UPI,70625,Y, 
Card,85085,N,Invalid Card
UPI,40187,N,Invalid UPI Account
Internet Banking,69787,Y, 
Card,37819,Y, 
Card,56954,N,Invalid CVV
Wallet,29455,N,Invalid UPI Account
Internet Banking,65009,Y, 
Internet Banking,84101,N,Invalid CVV
UPI,57322,N,Invalid Internet Banking Account
Card,95236,N,Invalid Internet Banking Account
UPI,20802,Y, 
Card,49508,N,Invalid Internet Banking Account
Wallet,65996,Y, 
Internet Banking,26029,Y, 
UPI,81415,Y, 
UPI,16703,Y, 
Wallet,74435,N,Invalid Internet Banking Account
Card,77461,Y, 
Wallet,59487,N,Invalid CVV
Internet Banking,45793,N,Invalid UPI Account
Internet Banking,43134,N,Invalid UPI Account
Wallet,11753,Y, 
Wallet,59500,N,Invalid Card
Card,98738,Y, 
Internet Banking,10863,N,Invalid Internet Banking Account
UPI,17185,Y, 
Internet Banking,36147,N,Invalid Internet Banking Account
Card,22805,Y, 
Wallet,31713,N,Invalid Internet Banking Account
Card,48876,Y, 
Card,85601,Y, 
Wallet,26241,N,Invalid CVV
Wallet,31634,N,Invalid Card
UPI,56635,N,Invalid UPI Account
UPI,45145,N,Invalid Internet Banking Account
UPI,96005,N,Invalid UPI Account
Internet Banking,64656,N,Invalid CVV
Wallet,32429,Y, 
Internet Banking,56191,N,Invalid Card
Wallet,16299,Y, 
Internet Banking,35790,Y, 
Internet Banking,42436,Y, 
Internet Banking,86531,Y, 
UPI,32688,Y, 
Wallet,36046,N,Invalid UPI Account
Wallet,35316,N,Invalid CVV
Wallet,42037,Y, 
Wallet,87326,Y, 
Card,85322,N,Invalid CVV
Card,76938,N,Invalid Card
Wallet,13963,Y, 
Internet Banking,80208,Y, 
Internet Banking,77539,Y, 
Wallet,85945,Y, 
UPI,64733,N,Invalid UPI Account
Wallet,82196,Y, 
Internet Banking,67030,N,Invalid UPI Account
Wallet,61193,Y, 
Internet Banking,26844,N,Invalid UPI Account
Card,69364,N,Invalid Internet Banking Account
Internet Banking,26093,N,Invalid UPI Account
UPI,20329,Y, 
UPI,29640,N,Invalid Internet Banking Account
Wallet,26219,Y, 
Card,52022,N,Invalid CVV
Card,53725,Y, 
UPI,71673,Y, 
Internet Banking,34631,Y, 
Wallet,47003,Y, 
UPI,54298,Y, 
Wallet,25095,N,Invalid Internet Banking Account
Internet Banking,69286,Y, 
Internet Banking,61338,Y, 
Card,15018,N,Invalid CVV
Wallet,26141,N,Invalid Card
Card,94149,N,Invalid Card
UPI,42743,N,Invalid Internet Banking Account
Internet Banking,12514,N,Invalid CVV
Internet Banking,53121,Y, 
UPI,59604,N,Invalid CVV
Wallet,31627,Y, 
Internet Banking,16110,Y, 
UPI,47002,Y, 
UPI,51609,Y, 
Card,65394,N,Invalid Internet Banking Account
Wallet,42165,Y, 
Internet Banking,31951,N,Invalid CVV
Internet Banking,70042,Y, 
Wallet,77208,Y, 
Card,61499,N,Invalid UPI Account
Internet Banking,51824,Y, 
Internet Banking,63751,Y, 
Internet Banking,98897,N,Invalid Internet Banking Account
UPI,45518,Y, 
Wallet,40728,Y, 
Internet Banking,17574,Y, 
Internet Banking,57168,N,Invalid Internet Banking Account
Wallet,18668,N,Invalid Card
Wallet,57142,N,Invalid Internet Banking Account
Card,58807,Y, 
Wallet,42033,N,Invalid Card
UPI,17253,Y, 
Wallet,80527,N,Invalid UPI Account
Wallet,49480,Y, 
Internet Banking,76030,Y, 
Wallet,39634,Y, 
Wallet,49259,N,Invalid Card
UPI,16746,Y, 
Internet Banking,99031,N,Invalid UPI Account
Internet Banking,21251,Y, 
Card,32390,N,Invalid UPI Account
Internet Banking,65050,Y, 
UPI,77803,N,Invalid Internet Banking Account
UPI,17990,Y, 
UPI,99197,Y, 
UPI,48163,Y, 
UPI,82721,Y, 
Internet Banking,56924,N,Invalid UPI Account
Wallet,98344,N,Invalid Card
Card,51505,Y, 
Internet Banking,51588,Y, 
Wallet,31498,Y, 
Wallet,26125,Y, 
Internet Banking,97464,Y, 
Internet Banking,75391,Y, 
Internet Banking,92877,Y, 
Wallet,44899,N,Invalid Card
UPI,58825,Y, 
Internet Banking,61081,N,Invalid Internet Banking Account
Wallet,15892,Y, 
Internet Banking,42912,N,Invalid Card
UPI,10285,Y, 
UPI,15518,N,Invalid Card
Card,62599,Y, 
Internet Banking,23310,Y, 
Wallet,94953,Y, 
UPI,66361,N,Invalid CVV
UPI,39588,N,Invalid Card
Wallet,80295,Y, 
Card,21620,Y, 
Card,19169,N,Invalid CVV
Internet Banking,41896,Y, 
Internet Banking,75572,Y, 
UPI,24131,N,Invalid UPI Account
Card,30599,Y, 
Internet Banking,22416,N,Invalid Internet Banking Account
Internet Banking,19620,Y, 
Wallet,44084,Y, 
Internet Banking,11903,N,Invalid UPI Account
Card,80085,N,Invalid CVV
Internet Banking,27305,N,Invalid Internet Banking Account
UPI,16720,N,Invalid UPI Account
Card,46820,Y, 
Internet Banking,71767,Y, 
Wallet,49869,N,Invalid UPI Account
UPI,76170,N,Invalid Card
Card,79796,N,Invalid CVV
Card,24812,N,Invalid CVV
Wallet,54838,Y, 
Wallet,30806,N,Invalid Card
Wallet,36044,N,Invalid CVV
Internet Banking,42279,Y, 
Card,31464,N,Invalid Card
Card,97704,Y, 
Card,36149,Y, 
Wallet,82695,Y, 
Card,23523,N,Invalid Card
Internet Banking,39243,Y, 
Internet Banking,87134,N,Invalid Internet Banking Account
Internet Banking,86189,Y, 
Card,81279,Y, 
Card,37083,N,Invalid CVV
UPI,88525,N,Invalid Internet Banking Account
UPI,61736,Y, 
Internet Banking,10113,N,Invalid Internet Banking Account
Internet Banking,57545,N,Invalid UPI Account
UPI,55306,Y, 
Internet Banking,98177,Y, 
UPI,49686,Y, 
Card,31749,N,Invalid Internet Banking Account
Internet Banking,13313,Y, 
Internet Banking,58000,N,Invalid Card
Card,55693,N,Invalid Card
UPI,38210,N,Invalid Internet Banking Account
Internet Banking,37248,Y, 
Wallet,86600,N,Invalid Card
Card,14768,N,Invalid Internet Banking Account
Wallet,87566,N,Invalid Card
Internet Banking,97699,Y, 
UPI,34992,N,Invalid UPI Account
UPI,84346,Y, 
Wallet,52738,Y, 
Internet Banking,27167,N,Invalid UPI Account
Wallet,70141,N,Invalid Internet Banking Account
UPI,96942,Y, 
Wallet,43029,Y, 
Internet Banking,60367,N,Invalid CVV
Wallet,80010,N,Invalid UPI Account
Card,53485,Y, 
Internet Banking,63222,N,Invalid CVV
UPI,23822,N,Invalid UPI Account
UPI,57468,Y, 
Internet Banking,27395,Y, 
UPI,88637,Y, 
Card,80317,Y, 
UPI,55103,N,Invalid UPI Account
Wallet,65802,Y, 
Card,14940,Y, 
UPI,26587,Y, 
Wallet,29932,N,Invalid UPI Account
Card,91698,Y, 
UPI,58465,N,Invalid Card
UPI,49511,N,Invalid UPI Account
Internet Banking,16601,N,Invalid UPI Account
Card,39669,N,Invalid CVV
Internet Banking,99257,N,Invalid Card
Internet Banking,45441,N,Invalid Internet Banking Account
Card,34411,N,Invalid Internet Banking Account
UPI,91259,Y, 
Card,97318,N,Invalid Internet Banking Account
Wallet,23152,N,Invalid UPI Account
Wallet,25305,N,Invalid UPI Account
UPI,67791,N,Invalid UPI Account
Card,21832,N,Invalid Internet Banking Account
Internet Banking,68938,Y, 
Wallet,82560,Y, 
Wallet,93256,N,Invalid Card
UPI,83711,Y, 
Internet Banking,97431,Y, 
Wallet,86270,N,Invalid UPI Account
Card,81060,Y, 
Internet Banking,84091,Y, 
Wallet,31976,Y, 
UPI,65187,N,Invalid Internet Banking Account
UPI,85412,Y, 
UPI,72194,Y, 
UPI,31554,Y, 
UPI,33157,Y, 
UPI,75856,Y, 
Internet Banking,29971,Y, 
Card,74645,N,Invalid Internet Banking Account
UPI,20573,N,Invalid Card
UPI,40977,N,Invalid UPI Account
Wallet,82944,Y, 
Wallet,63824,Y, 
Internet Banking,54153,Y, 
Wallet,92412,N,Invalid CVV
Wallet,72819,N,Invalid CVV
Wallet,88463,N,Invalid UPI Account
Wallet,23048,N,Invalid Card
Card,41541,Y, 
Card,28147,N,Invalid Internet Banking Account
Wallet,35238,N,Invalid Internet Banking Account
UPI,53750,N,Invalid CVV
UPI,43661,Y, 
Wallet,39003,N,Invalid CVV
UPI,66851,Y, 
Wallet,22996,N,Invalid Card
Wallet,48097,N,Invalid CVV
Card,27087,Y, 
UPI,96066,Y, 
UPI,67903,Y, 
Internet Banking,72454,Y, 
Internet Banking,51709,N,Invalid Internet Banking Account
Internet Banking,90634,N,Invalid UPI Account
Wallet,67363,N,Invalid UPI Account
UPI,36335,Y, 
Wallet,83471,N,Invalid CVV
UPI,69299,Y, 
Card,95590,N,Invalid CVV
Internet Banking,66151,Y, 
Internet Banking,60981,Y, 
UPI,56734,Y, 
UPI,26443,Y, 
Card,64465,N,Invalid CVV
Wallet,77722,N,Invalid Card
Internet Banking,30990,Y, 
Card,84310,Y, 
Wallet,77668,Y, 
Card,73453,Y, 
Internet Banking,16616,N,Invalid Card
Internet Banking,74128,N,Invalid Card
Card,50802,N,Invalid Card
Internet Banking,45460,N,Invalid CVV
Internet Banking,99193,N,Invalid UPI Account
UPI,77325,Y, 
Internet Banking,47591,Y, 
UPI,80659,Y, 
UPI,38407,Y, 
UPI,94842,Y, 
UPI,36196,N,Invalid CVV
UPI,76805,N,Invalid CVV
Internet Banking,26259,Y, 
Wallet,55088,N,Invalid CVV
Wallet,47799,Y, 
UPI,39939,Y, 
Wallet,43271,N,Invalid CVV
Internet Banking,87485,Y, 
Internet Banking,95994,N,Invalid CVV
Internet Banking,40668,Y, 
Wallet,90036,Y, 
Wallet,78736,Y, 
UPI,82440,Y, 
Internet Banking,71702,N,Invalid Card
Card,75266,N,Invalid Card
Card,93213,N,Invalid CVV
UPI,64875,Y, 
Internet Banking,10520,Y, 
Wallet,87552,Y, 
Card,30546,Y, 
Internet Banking,23662,N,Invalid Card
UPI,33627,Y, 
Card,22250,Y, 
Card,51780,Y, 
Card,27662,N,Invalid CVV
Card,11516,Y, 
Wallet,16828,N,Invalid UPI Account
Card,96128,Y, 
UPI,64370,N,Invalid UPI Account
Internet Banking,30185,N,Invalid UPI Account
Wallet,62537,N,Invalid Internet Banking Account
UPI,93005,Y, 
Card,46007,N,Invalid CVV
Card,70372,Y, 
Wallet,41228,Y, 
Card,50185,Y, 
Card,54800,Y, 
Internet Banking,74094,N,Invalid UPI Account
UPI,74818,Y, 
UPI,17119,N,Invalid Internet Banking Account
Wallet,36295,N,Invalid CVV
Internet Banking,38656,Y, 
Card,68941,N,Invalid CVV
Internet Banking,71968,N,Invalid Internet Banking Account
Internet Banking,23726,Y, 
Internet Banking,33808,N,Invalid Card
Internet Banking,16704,Y, 
Internet Banking,25125,N,Invalid CVV
Wallet,15373,Y, 
Wallet,52417,Y, 
Wallet,67863,Y, 
Internet Banking,51225,N,Invalid CVV
Internet Banking,93733,Y, 
Internet Banking,21058,Y, 
Internet Banking,77591,Y, 
Wallet,52418,N,Invalid Internet Banking Account
Card,66948,Y, 
Internet Banking,36133,N,Invalid Card
UPI,87137,Y, 
Internet Banking,75488,Y, 
Internet Banking,11211,Y, 
Card,31466,N,Invalid CVV
Internet Banking,42053,Y, 
Internet Banking,53942,Y, 
Card,23086,Y, 
Wallet,43809,Y, 
Internet Banking,39584,N,Invalid Internet Banking Account
Card,79377,N,Invalid UPI Account
Card,50356,N,Invalid UPI Account
Wallet,36561,N,Invalid UPI Account
UPI,79657,Y, 
UPI,57470,Y, 
Internet Banking,90411,Y, 
UPI,38710,N,Invalid Internet Banking Account
UPI,52631,N,Invalid UPI Account
UPI,94838,Y, 
Card,89911,N,Invalid CVV
UPI,86174,N,Invalid UPI Account
Wallet,67927,Y, 
Internet Banking,56003,N,Invalid CVV
Wallet,80667,N,Invalid Card
Internet Banking,90219,N,Invalid CVV
Wallet,84722,N,Invalid Card
UPI,79713,Y, 
Wallet,93417,Y, 
UPI,49097,Y, 
Internet Banking,23342,N,Invalid Internet Banking Account
Internet Banking,36580,Y, 
Card,32835,N,Invalid Internet Banking Account
Wallet,29172,Y, 
Wallet,99302,Y, 
Internet Banking,16306,N,Invalid Card
UPI,29130,N,Invalid Card
Internet Banking,54200,N,Invalid Internet Banking Account
UPI,27464,Y, 
Card,13128,N,Invalid CVV
Wallet,94894,Y, 
Card,74205,Y, 
Card,89907,N,Invalid CVV
Card,89957,Y, 
UPI,55033,N,Invalid UPI Account
Internet Banking,18559,Y, 
Wallet,66289,N,Invalid Card
UPI,18592,Y, 
Card,47081,N,Invalid CVV
Card,81120,N,Invalid CVV
Internet Banking,83820,N,Invalid Internet Banking Account
